seller_id,item_id,item_name,category,market_price,expected_units_sold,expected_revenue
S131,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S131,I248489,Adidas Ultraboost 23,Footwear,48949.47,2902.0,1.4205136194E8
S132,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S132,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S132,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S132,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S132,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S132,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S132,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S132,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S132,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S132,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S133,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S133,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S133,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S133,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S133,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S133,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S133,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S133,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S133,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S133,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S134,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S134,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S134,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S134,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S134,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S134,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S134,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S134,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S134,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S134,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S135,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S135,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S135,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S135,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S135,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S135,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S135,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S135,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S135,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S135,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S136,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S136,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S136,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S136,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S136,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S136,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S136,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S136,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S136,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S136,I248489,Adidas Ultraboost 23,Footwear,48949.47,2902.0,1.4205136194E8
S137,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S137,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S137,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S137,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S137,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S137,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S137,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S137,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S137,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S137,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S138,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S138,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S138,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S138,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S138,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S138,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S138,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S138,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S138,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S138,I248489,Adidas Ultraboost 23,Footwear,48949.47,2902.0,1.4205136194E8
S139,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S139,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S139,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S139,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S139,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S139,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S139,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S139,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S139,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S139,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S140,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S140,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S140,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S140,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S140,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S140,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S140,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S140,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S140,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S140,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S141,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S141,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S141,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S141,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S141,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S141,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S141,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S141,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S141,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S141,I248489,Adidas Ultraboost 23,Footwear,48949.47,2902.0,1.4205136194E8
S142,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S142,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S142,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S142,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S142,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S142,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S142,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S142,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S142,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S142,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S143,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S143,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S143,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S143,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S143,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S143,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S143,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S143,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S143,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S143,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S144,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S144,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S144,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S144,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S144,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S144,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S144,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S144,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S144,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S144,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S145,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S145,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S145,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S145,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S145,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S145,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S145,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S145,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S145,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S145,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S146,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S146,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S146,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S146,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S146,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S146,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S146,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S146,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S146,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S146,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S147,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S147,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S147,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S147,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S147,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S147,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S147,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S147,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S147,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S147,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S148,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S148,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S148,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S148,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S148,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S148,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S148,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S148,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S148,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S148,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S149,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S149,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S149,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S149,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S149,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S149,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S149,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S149,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S149,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S149,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S150,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S150,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S150,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S150,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S150,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S150,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S150,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S150,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S150,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S150,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
