State Name,PC NO.,PC NAME,ELECTORS,MALE,FEMALE,OTHERS,TOTAL,NRI,,TOTAL VOTES,VOTER TURN OUT(%),MALE,FEMALE,OTHERS
Madhya Pradesh,14,Mandla,1824702,641219,575693,2,1216914,0,1747,1218661,66.7868506747951,69.2589768293895,64.0825190736029,9.09090909090909
Madhya Pradesh,15,Balaghat,1629739,570388,540968,0,1111356,0,2025,1113381,68.3165218479769,69.3583729136723,67.0338671163943,0
Madhya Pradesh,16,Chhindwara,1402038,584697,522618,0,1107315,0,316,1107631,79.0014963931078,81.0821267561297,76.8914332122475,0
Madhya Pradesh,17,Hoshangabad,1568206,593375,436990,0,1030365,0,1458,1031823,65.7963940961838,71.0955696991191,59.6724902159456,0
Madhya Pradesh,18,Vidisha,1634039,619102,453345,0,1072447,0,1334,1073781,65.7133030484584,71.0207406047814,59.5100263062552,0
Madhya Pradesh,19,Bhopal,1957241,639634,490428,7,1130069,0,212,1130281,57.7486880767366,61.6281254426034,53.4573624483469,10.4477611940299
Madhya Pradesh,20,Rajgarh,1578757,597753,412196,3,1009952,0,859,1010811,64.0257493711825,72.2979567992395,54.8379457788208,15.7894736842105
Madhya Pradesh,21,Dewas,1617111,653540,489442,0,1142982,0,1169,1144151,70.7527807305745,77.5567844682316,63.2746406039921,0
Madhya Pradesh,22,Ujjain,1525481,571019,444831,7,1015857,0,558,1016415,66.6291484456378,72.2134259388065,60.5606094848078,21.875
Madhya Pradesh,23,Mandsour,1626556,639978,520386,10,1160374,0,1225,1161599,71.4146331266799,76.4338102250456,66.0157939805271,31.25
Madhya Pradesh,24,Ratlam,1702576,569214,511452,0,1080666,0,2465,1083131,63.6171894822904,66.1293114565169,60.7739874804531,0
Madhya Pradesh,25,Dhar,1668441,586698,489232,0,1075930,0,1122,1077052,64.5543953906671,68.4460123966219,60.409378893415,0
Madhya Pradesh,26,Indore,2115302,736204,579670,22,1315896,0,1120,1317016,62.261369771314,66.588157828091,57.483506229107,30.1369863013699
Madhya Pradesh,27,Khargone,1703272,613926,537792,4,1151722,0,952,1152674,67.6741002024339,70.8269640988605,64.3050337552642,15.3846153846154
Madhya Pradesh,28,Khandwa,1759417,677300,578287,9,1255596,0,2115,1257711,71.4845315237945,74.2282367588136,68.3108657235468,20.9302325581395
Madhya Pradesh,29,Betul,1607831,573928,473282,21,1047231,0,596,1047827,65.1702200044656,68.6535634353577,61.4052250269866,67.741935483871
Maharashtra,1,0durbar ,1672943,583431,530953,0,1114384,0,2640,1117024,66.7699975432516,68.5050742020593,64.7244760632332,0
Maharashtra,2,Dhule,1675367,540775,438455,0,979230,0,3886,983116,58.6806353473597,61.6794277964895,55.1332639224207,0
Maharashtra,3,Jalgaon,1707969,550503,439312,6,989821,0,783,990604,57.9989449457221,60.8064851060822,55.0737137699328,24
Maharashtra,4,Raver,1593389,555229,455617,0,1010846,0,571,1011417,63.4758367228593,65.9893367182003,60.7430210126214,0
Maharashtra,5,Buldhana,1595435,535827,442565,0,978392,0,484,978876,61.3548029220871,63.6236585441152,59.0408636176261,0
Maharashtra,6,Akola,1672643,543956,433633,0,977589,0,1041,978630,58.5080020064054,61.8015940193032,54.9127743530258,0
Maharashtra,7,Amravati ,1612739,554649,446414,0,1001063,0,3479,1004542,62.2879461586779,65.5277316364891,58.4457632732791,0
Maharashtra,8,Wardha,1564552,553504,458674,0,1012178,0,1430,1013608,64.7858300650921,67.8154990682328,61.4426924328908,0
Maharashtra,9,Ramtek ,1677266,576271,473007,0,1049278,0,1362,1050640,62.6400344369945,65.0571465987501,59.9038007322593,0
Maharashtra,10,Nagpur ,1900784,578754,504850,0,1083604,0,2161,1085765,57.1219559928956,59.0818514057045,54.8880657460852,0
Maharashtra,11,Bhandara - Gondiya,1655852,615597,580693,1,1196291,0,1107,1197398,72.3131052775248,73.4035018267497,71.3667004639445,33.3333333333333
Maharashtra,12,Gadchiroli-Chimur,1468437,537674,489980,0,1027654,0,808,1028462,70.0378701980405,71.4808566418459,68.4754233071905,0
Maharashtra,13,Chandrapur,1753690,602269,506480,0,1108749,0,1139,1109888,63.2887226362698,65.4443884226037,60.8502064663557,0
Maharashtra,14,Yavatmal-Washim,1755292,564176,467163,0,1031339,0,2063,1033402,58.8735093648236,61.2890364871045,56.0338964754143,0
Maharashtra,15,Hingoli ,1586194,575663,473420,2,1049085,0,2392,1051477,66.2893063521864,68.6178987770282,63.4257572184948,20
Maharashtra,16,0ded,1687057,548032,462233,0,1010265,0,3755,1014020,60.105852973551,62.4295999270938,57.1784652228341,0
Maharashtra,17,Parbhani,1803792,637677,523946,1,1161624,0,747,1162371,64.4404121983022,67.4623426580085,61.0909591219718,9.09090909090909
Maharashtra,18,Jalna,1612056,595979,469547,0,1065526,0,849,1066375,66.1499972705663,68.9243262872303,63.0548811275958,0
Maharashtra,19,Aurangabad,1589395,554458,428022,0,982480,0,577,983057,61.8510187838769,65.6723665991929,57.6385307239324,0
Maharashtra,20,Dindori ,1530208,546617,422882,0,969499,0,817,970316,63.410725862105,67.8959011577717,58.6069549695381,0
Maharashtra,21,Nashik,1593774,523318,412087,0,935405,0,2195,937600,58.8289180272736,61.7377280872816,55.5335893807695,0
Maharashtra,22,Palghar ,1578149,531904,460337,39,992280,0,490,992770,62.9072413314586,64.0673744257588,61.57489583403,50
Maharashtra,23,Bhiwandi,1696584,502705,372339,0,875044,0,770,875814,51.6222008459351,53.184983934634,49.5800848219339,0
Maharashtra,24,Kalyan,1922034,472077,352517,58,824652,0,762,825414,42.9448178336075,45.1954191574344,40.1999064898336,60.4166666666667
Maharashtra,25,Thane,2073251,590956,462684,18,1053658,0,917,1054575,50.8657658913465,51.7885467805457,49.6796534007634,38.2978723404255
Maharashtra,26,Mumbai North,1783870,527247,418394,1,945642,0,1075,946717,53.0709636913004,54.2104456848857,51.5872810375801,14.2857142857143
Maharashtra,27,Mumbai North West,1775416,504202,393043,0,897245,0,626,897871,50.5724292222217,51.1074417694741,49.8384548472422,0
Maharashtra,28,Mumbai North East,1668357,485677,375903,58,861638,0,884,862522,51.6988869888159,52.6361022513105,50.4479078175515,66.6666666666667
Maharashtra,29,Mumbai North Central,1737084,472010,372857,0,844867,0,588,845455,48.6709335875525,48.7961460131705,48.4530656693376,0
Maharashtra,30,Mumbai South Central,1447886,424310,343790,30,768130,0,620,768750,53.0946497168976,53.4663471110204,52.5730661479551,50.8474576271186
Maharashtra,31,Mumbai   South,1485844,436292,342366,8,778666,0,1193,779859,52.485927190203,52.6513830443267,52.1344666802701,53.3333333333333
Maharashtra,32,Raigad,1532781,485550,502232,0,987782,0,410,988192,64.4705277531493,64.7078186448606,64.4420065310417,0
Maharashtra,33,Maval,1953741,646904,527044,1,1173949,0,431,1174380,60.1092980082826,62.508297831017,57.4567012141212,10
Maharashtra,34,Pune,1835835,533792,459588,2,993382,0,584,993966,54.1424474421721,56.299690125574,51.8921482284398,25
Maharashtra,35,Baramati,1813553,602117,463496,0,1065613,0,1350,1066963,58.8327443421836,62.866620239327,54.3861295985131,0
Maharashtra,36,Shirur,1824112,613290,475412,0,1088702,0,871,1089573,59.7316941065022,63.1902042767679,55.9410903648199,0
Maharashtra,37,Ahmadnagar ,1705005,594749,465801,1,1060551,0,2229,1062780,62.3329550353225,66.3814964127703,58.2799081136268,1.63934426229508
Maharashtra,38,Shirdi,1462267,519824,412130,0,931954,0,939,932893,63.7977195683141,67.8608121250889,59.4613233762224,0
Maharashtra,39,Beed,1792652,680369,551091,0,1231460,0,930,1232390,68.7467506242149,70.8960675064684,66.5942025482879,0
Maharashtra,40,Osmanabad,1759186,611537,505020,15,1116572,0,3132,1119704,63.6489831092335,65.7659304697759,61.3865020682178,93.75
Maharashtra,41,Latur ,1686957,576599,477934,0,1054533,0,3046,1057579,62.6915208864245,64.2155355981432,60.9075199314887,0
Maharashtra,42,Solapur ,1702739,526695,423356,0,950051,0,1459,951510,55.8811420893044,59.0496360234228,52.3846526959741,0
Maharashtra,43,Madha,1727322,594868,483305,0,1078173,0,1994,1080167,62.5342003401798,65.5489649229711,59.4858154937222,0
Maharashtra,44,Sangli,1649107,556695,486169,5,1042869,0,4641,1047510,63.5198322486048,65.252402592303,61.9655102092839,15.625
Maharashtra,45,Satara,1719998,519148,456561,0,975709,0,993,976702,56.7850660291466,59.3591496796206,54.8293192585521,0
Maharashtra,46,Ratnagiri - Sindhudurg,1367362,444269,451748,0,896017,0,392,896409,65.5575480377545,66.957191429846,64.4950730828425,0
Maharashtra,47,Kolhapur,1758293,663565,595421,0,1258986,0,2032,1261018,71.7183086095435,73.5699611176217,70.4252689348465,0
Maharashtra,48,Hatka0gle,1630604,630470,556249,8,1186727,0,3605,1190332,72.9994529634418,74.4676578836714,71.473415054095,21.6216216216216
Manipur,1,Inner Manipur,855360,307043,334205,0,641248,0,66,641314,74.9759165731388,73.9299713952749,76.3417280566501,0
Manipur,2,Outer Manipur,919009,379493,393746,0,773239,0,578,773817,84.2012428605161,84.5889281192603,85.0292935640539,0
Meghalaya,1,Shillong,980740,292971,326895,0,619866,0,175,620041,63.2217509227726,61.0937913805436,65.3818768025793,0
Meghalaya,2,Tura ,586501,232357,225763,0,458120,0,134,458254,78.133541119282,78.2109798377596,78.0622318115965,0
Mizoram,1,Mizoram,702170,212673,213477,0,426150,0,8812,434962,61.9453978381304,62.093218804926,60.0732775965849,0
Nagaland,1,Nagaland,1182972,528703,510521,0,1039224,0,738,1039962,87.9109564723425,88.7381860721952,87.7492931358984,0
Odisha,1,Bargarh,1430717,595871,526985,8,1122864,0,3289,1126153,78.7124917087027,79.3923042076372,77.5790239191624,8.69565217391304
Odisha,2,Sundargarh ,1410532,515013,493933,0,1008946,0,1777,1010723,71.6554463138731,71.7543138579858,71.4307613324946,0
Odisha,3,Sambalpur,1297098,504240,476826,2,981068,0,3629,984697,75.9153895850583,75.4906804401527,75.9754941404227,2.5
Odisha,4,Keonjhar ,1346683,550293,532437,0,1082730,0,1841,1084571,80.5364736912844,79.709057514952,81.3012487517064,0
Odisha,5,Mayurbhanj ,1327555,522251,528655,0,1050906,0,3649,1054555,79.4358802460162,78.0626742300247,80.4647474436912,0
Odisha,6,Balasore,1366218,531346,516773,0,1048119,0,1742,1049861,76.8443249905945,75.0794108337855,78.7630446677468,0
Odisha,7,Bhadrak ,1469498,537329,541995,0,1079324,0,2647,1081971,73.6286133087626,69.583634418795,78.120000345922,0
Odisha,8,Jajpur ,1303733,522476,456676,0,979152,0,2628,981780,75.3052964065495,75.2579413378812,75.298563695512,0
Odisha,9,Dhenkanal,1363471,551212,488983,5,1040200,0,1911,1042111,76.4307418346265,76.645470965876,76.4174444117996,9.25925925925926
Odisha,10,Bolangir,1563025,605683,563394,40,1169117,0,1844,1170961,74.9163321124102,74.3505042767777,75.3327432161033,49.3827160493827
Odisha,11,Kalahandi,1474135,576088,539704,11,1115803,0,2028,1117831,75.8296221173773,76.7702773835462,74.6154505512129,22.4489795918367
Odisha,12,Nabarangpur ,1297210,512473,509104,0,1021577,0,610,1022187,78.7988837582196,79.3589318731553,78.1735989976169,0
Odisha,13,Kandhamal,1143602,422515,416406,0,838921,0,875,839796,73.4342892020126,72.7157731692625,74.2718732330808,0
Odisha,14,Cuttack,1371617,522746,455864,0,978610,0,1946,980556,71.4890527020298,71.6364199468016,71.3779745781023,0
Odisha,15,Kendrapara ,1555444,577477,558439,0,1135916,0,1691,1137607,73.137123548003,69.9420215078768,76.9809422062929,0
Odisha,16,Jagatsinghpur ,1499673,587440,544083,3,1131526,0,1342,1132868,75.5410012716105,73.7991803999508,77.6545896994912,4.28571428571429
Odisha,17,Puri,1404581,568551,469388,0,1037939,0,1548,1039487,74.0069102458313,76.6908926100082,71.0221151634731,0
Odisha,18,Bhubaneswar,1527768,485138,406314,8,891460,0,498,891958,58.3830791062517,58.1280658325765,58.7950823942072,3.16205533596838
Odisha,19,Aska,1408780,449644,446046,0,895690,0,771,896461,63.6338534050739,59.9801241904609,67.8769636256561,0
Odisha,20,Berhampur,1334268,450468,454066,0,904534,0,1399,905933,67.8973789373649,66.5038768387672,69.5574247885624,0
Odisha,21,Koraput ,1300437,485037,504205,1,989243,0,1414,990657,76.1787768265591,77.1139944068796,75.1521809119527,0.666666666666667
Punjab,1,Gurdaspur,1500337,532763,509586,0,1042349,0,399,1042748,69.5009187935777,68.7110748845385,71.4925461080667,0
Punjab,2,Amritsar,1477260,537622,469488,0,1007110,0,176,1007286,68.1861012956419,69.3580514487705,67.3775333595483,0
Punjab,3,Khadoor Sahib,1563394,534962,505352,0,1040314,0,308,1040622,66.561724043971,66.0381690697215,67.9294993117688,0
Punjab,4,Jalandhar,1551484,532265,508444,0,1040709,0,69,1040778,67.0827414269177,65.9914997656732,68.5397999253191,0
Punjab,5,Hoshiarpur,1485243,473084,487516,0,960600,0,962,961562,64.7410558406941,62.7710418142785,67.7080165049366,0
Punjab,6,A0dpur Sahib,1564708,554688,532346,0,1087034,0,453,1087487,69.5009548107379,68.3390191346001,71.4084888677843,0
Punjab,7,Ludhiana,1561173,601709,499984,0,1101693,0,274,1101967,70.5858351380661,72.0917805576756,68.9452419365959,0
Punjab,8,Fatehgarh Sahib,1396940,551095,479741,0,1030836,0,194,1031030,73.8063195269661,74.6981076578793,73.1724094803327,0
Punjab,9,Faridkot,1455055,547017,484634,0,1031651,0,694,1032345,70.9488644759133,71.5463604699678,70.6629398444825,0
Punjab,10,Firozpur,1522107,590404,514569,0,1104973,0,675,1105648,72.6393085374419,73.2106963277099,72.220311888157,0
Punjab,11,Bathinda,1525289,626895,549533,0,1176428,0,549,1176977,77.1641964244153,77.5917766170755,77.3027666961136,0
Punjab,12,Sangrur,1424729,583555,516181,0,1099736,0,320,1100056,77.2115960298415,77.452806022566,77.6196856302057,0
Punjab,13,Patiala,1580273,593609,527264,0,1120873,0,117,1120990,70.9364774314312,71.565199779135,70.8482483580036,0
Rajasthan,1,Ganganagar,1718413,678212,573241,0,1251453,0,5908,1257361,73.1698957119156,74.5872315341581,70.8997765060487,0
Rajasthan,2,Bikaner,1592355,526374,402281,0,928655,0,2111,930766,58.4521667592968,62.1405550898981,54.0442396437184,0
Rajasthan,3,Churu,1753825,598297,529280,1,1127578,0,4352,1131930,64.5406468718373,64.7178383289885,64.2135274491962,100
Rajasthan,4,Jhunjhunu,1697470,521812,479727,0,1001539,0,7102,1008641,59.4202548498648,59.6744625933893,60.3574439174142,0
Rajasthan,5,Sikar,1769882,552960,507618,0,1060578,0,6884,1067462,60.3126084111822,58.9947338323532,61.6401827282464,0
Rajasthan,6,Jaipur Rural,1700306,556476,452621,0,1009097,0,7133,1016230,59.767477148231,61.5356374714563,57.1159427605179,0
Rajasthan,7,Jaipur,1957816,714851,578288,0,1293139,1,5812,1298951,66.3469396511215,68.2819917662454,63.5452688395358,0
Rajasthan,8,Alwar,1626442,585823,473846,0,1059669,0,3374,1063043,65.3600312830092,67.8657982780512,62.8157217605254,0
Rajasthan,9,Bharatpur,1690705,547046,413081,0,960127,0,3548,963675,56.9984119050929,60.3264855112819,53.0918321444637,0
Rajasthan,10,Karauli-Dholpur,1549468,491202,353973,0,845175,0,1168,846343,54.6215217093867,58.3062991200675,50.3929956934904,0
Rajasthan,11,Dausa,1524100,518917,409839,0,928756,0,2165,930921,61.0800472409947,63.7838867685651,57.8149223917696,0
Rajasthan,12,Tonk-Sawai Madhopur,1710775,583732,459375,0,1043107,0,818,1043925,61.0205900834417,64.158711840189,57.452324732108,0
Rajasthan,13,Ajmer,1683261,613187,540384,0,1153571,0,3296,1156867,68.7277255280078,70.6951374733677,66.4873603834825,0
Rajasthan,14,Nagaur,1678660,531452,469913,0,1001365,0,4158,1005523,59.9003371736981,60.2507519270078,59.5038988600994,0
Rajasthan,15,Pali,1902094,578674,512314,0,1090988,0,6265,1097253,57.6865812099717,58.1062165500206,56.7754047201092,0
Rajasthan,16,Jodhpur,1727791,596225,475258,0,1071483,0,8315,1079798,62.4958690026745,65.7648734117875,58.277039662054,0
Rajasthan,17,Barmer,1680152,653991,562013,0,1216004,0,3170,1219174,72.5633157000081,73.0037551683798,71.7905450717953,0
Rajasthan,18,Jalore,1824968,581247,506374,0,1087621,0,424,1088045,59.6199495004844,60.2983343568974,58.8214658262726,0
Rajasthan,19,Udaipur,1817940,599307,589859,0,1189166,0,4649,1193815,65.6685589183362,64.4530481214409,66.4388059331646,0
Rajasthan,20,Banswara,1698244,578240,590772,0,1169012,0,2476,1171488,68.9823134955872,66.7412288447133,71.0246891019784,0
Rajasthan,21,Chittorgarh,1819506,630617,539259,0,1169876,0,3121,1172997,64.4678830407814,67.8829508157898,60.5789872777825,0
Rajasthan,22,Rajsamand,1701194,506425,471078,0,977503,0,5529,983032,57.7848264219131,57.6924610475495,57.499234080781,0
Rajasthan,23,Bhilwara,1754901,580533,521628,0,1102161,0,1995,1104156,62.9184210391355,64.2683018633981,61.3342300944892,0
Rajasthan,24,Kota,1744539,632156,518136,0,1150292,0,5680,1155972,66.2623191570954,69.2451945616503,62.353378654026,0
Rajasthan,25,Jhalawar-Baran,1669844,635617,510625,0,1146242,0,165,1146407,68.6535388934535,73.1661469430698,63.7692978227585,0
Sikkim,1,Sikkim,370769,153370,146197,0,299567,0,10528,310095,83.6356329682363,80.5447021258718,81.3787920957417,0
Tamil Nadu,1,Thiruvallur ,1702833,644387,609702,23,1254112,0,328,1254440,73.6678229750069,75.6078730456719,71.7653608795907,8.77862595419847
Tamil Nadu,2,Chennai North,1422384,463981,445554,4,909539,0,913,910452,64.0088752404414,65.5865643813619,62.3759631753427,1.51515151515152
Tamil Nadu,3,Chennai South,1795743,556403,527433,11,1083847,0,1555,1085402,60.4430589455173,61.7573672234863,58.987676440293,3.51437699680511
Tamil Nadu,4,Chennai Central,1328018,421903,392161,15,814079,0,1150,815229,61.3868938523424,63.4401488028558,59.2051052497294,5.95238095238095
Tamil Nadu,5,Sriperumbudur,1946503,665892,620230,5,1286127,0,524,1286651,66.10064305064,67.7751981931825,64.3923820914365,1.89393939393939
Tamil Nadu,6,Kancheepuram ,1480123,572957,554099,0,1127056,0,2793,1129849,76.3348046074549,77.7620492719949,74.5885574135048,0
Tamil Nadu,7,Arakkonam,1401813,543169,543863,10,1087042,0,2729,1089771,77.7401122688975,78.8816808914487,76.9192582776212,23.8095238095238
Tamil Nadu,8,Vellore,1312257,483341,490341,5,973687,0,1516,975203,74.31493983267,74.6704382364255,74.4580113492279,25
Tamil Nadu,9,Krishnagiri,1379957,546295,522804,18,1069117,0,226,1069343,77.4910377642202,77.7524594083757,77.635779900981,14.2857142857143
Tamil Nadu,10,Dharmapuri,1358273,567657,533724,35,1101416,0,1287,1102703,81.1841949298852,81.60458526866,80.6914631454498,45.4545454545455
Tamil Nadu,11,Tiruvannamalai,1352966,527265,536809,2,1064076,0,4480,1068556,78.9787769980916,78.3660784485667,79.2842383863388,8.69565217391304
Tamil Nadu,12,Arani,1369668,546222,546279,1,1092502,0,4047,1096549,80.0594742667566,80.2623187852107,79.7732151462492,3.125
Tamil Nadu,13,Viluppuram,1387007,535359,528788,11,1064158,0,3964,1068122,77.0091282884658,77.1782096859295,76.4854098744789,8.27067669172932
Tamil Nadu,14,Kallakurichi,1412497,541221,562429,12,1103662,0,3844,1107506,78.4076709543454,76.5766798251199,79.7827083017118,9.02255639097744
Tamil Nadu,15,Salem,1498350,593293,555869,12,1149174,0,1588,1150762,76.8019488103581,78.1233581457697,75.3242688029833,10.3448275862069
Tamil Nadu,16,Namakkal,1329550,532212,526436,28,1058676,0,1348,1060024,79.7280282802452,80.5397037258988,78.7823099117651,39.4366197183099
Tamil Nadu,17,Erode,1321395,510564,495852,13,1006429,0,3029,1009458,76.3933570204216,77.7720232509962,74.6093126972997,19.1176470588235
Tamil Nadu,18,Tiruppur,1375589,543168,505372,4,1048544,0,2178,1050722,76.3834255726093,77.8680780848371,74.5704289881675,6.89655172413793
Tamil Nadu,19,Nilgiris ,1269173,472256,458764,4,931024,0,2469,933493,73.5512810310336,75.1991617927826,71.7976487085425,12.1212121212121
Tamil Nadu,20,Coimbatore,1720219,608444,565861,7,1174312,0,2315,1176627,68.3998374625556,70.0410730566274,66.4955298386793,11.4754098360656
Tamil Nadu,21,Pollachi,1381505,513435,496880,6,1010321,0,2431,1012752,73.3078780026131,74.7975403280437,71.555608679185,15.7894736842105
Tamil Nadu,22,Dindigul,1400531,538102,544003,24,1082129,0,1560,1083689,77.3770091486729,77.4423538012958,77.288413479366,22.4299065420561
Tamil Nadu,23,Karur,1298322,510504,533334,19,1043857,0,3197,1047054,80.6467116786129,79.6455372326318,81.2587987933083,61.2903225806452
Tamil Nadu,24,Tiruchirappalli,1387140,490711,494904,40,985655,0,3153,988808,71.2839367331344,71.2495027021062,70.9462481507391,48.1927710843374
Tamil Nadu,25,Perambalur,1285576,498647,528957,18,1027622,0,4044,1031666,80.2493201491005,78.7234613587279,81.2745937092346,69.2307692307692
Tamil Nadu,26,Cuddalore ,1247907,485201,497002,5,982208,0,2919,985127,78.9423410558639,77.5750647523423,79.8851073542223,13.1578947368421
Tamil Nadu,27,Chidambaram ,1366189,530346,556097,1,1086444,0,2398,1088842,79.6992217035857,77.3065317843243,81.8990490469114,4.76190476190476
Tamil Nadu,28,Mayiladuthurai,1350316,503104,520845,1,1023950,0,2631,1026581,76.0252414990269,74.0311720111127,77.7135857215116,100
Tamil Nadu,29,Nagapattinam ,1210617,452899,486855,2,939756,0,2812,942568,77.8584804277488,74.753448420997,80.5969926878246,28.5714285714286
Tamil Nadu,30,Thanjavur,1340050,480904,528697,3,1009604,0,3062,1012666,75.5692698033655,72.6678191071407,78.0789832395799,21.4285714285714
Tamil Nadu,31,Sivaganga,1412367,474734,551559,0,1026293,0,1180,1027473,72.7483012559767,67.5358780884746,77.9752909093222,0
Tamil Nadu,32,Madurai,1441434,483389,490525,26,973940,0,2445,976385,67.7370590675674,67.5105443982012,67.7783780721523,49.0566037735849
Tamil Nadu,33,Theni ,1441302,528940,546154,13,1075107,0,1583,1076690,74.7025952923121,74.0402718384087,76.0074761360679,12.8712871287129
Tamil Nadu,34,Virudhunagar,1350490,496203,512880,36,1009119,0,2594,1011713,74.9145125102741,74.4562118492999,75.4552650085183,40.9090909090909
Tamil Nadu,35,Ramanathapuram,1455988,465142,534167,14,999323,0,1925,1001248,68.7675997329648,63.6749925392953,73.7693756697933,17.5
Tamil Nadu,36,Thoothukkudi,1310406,448396,466414,1,914811,0,2102,916913,69.9716729013756,69.033810549458,70.8220209787237,50
Tamil Nadu,37,Tenkasi ,1382081,489624,525986,3,1015613,0,3823,1019436,73.7609445466655,71.24933425301,75.9557538737022,7.69230769230769
Tamil Nadu,38,Tirunelveli,1420435,468701,492310,2,961013,0,1634,962647,67.7712813328311,66.4792995505175,68.8996434029547,10
Tamil Nadu,39,Kanniyakumari,1467768,488828,501284,2,990114,0,1048,991162,67.5285194935439,66.1178800207756,69.3296673508113,2.85714285714286
Tripura,1,Tripura West,1248546,543278,523020,0,1066298,0,9634,1075932,86.174798525645,85.5957598999215,85.4479391986825,0
Tripura,2,Tripura East,1140276,486129,459313,0,945442,0,7333,952775,83.5565249115127,83.7435852381666,82.2746422865004,0
Uttar Pradesh,1,Saharanpur,1608833,652595,540479,12,1193086,0,1563,1194649,74.2556250400135,74.8176835231305,73.5326569789352,19.047619047619
Uttar Pradesh,2,Kairana,1531767,617921,500278,0,1118199,0,1548,1119747,73.1016531887683,73.644610980409,72.4625757718408,0
Uttar Pradesh,3,Muzaffarnagar,1588475,618042,484660,11,1102713,0,5052,1107765,69.7376414485592,70.8080853213816,68.0476695926631,14.4736842105263
Uttar Pradesh,4,Bijnor,1562081,575976,482184,10,1058170,0,2240,1060410,67.8844438924742,68.0051005950694,67.6257822383166,13.1578947368421
Uttar Pradesh,5,Nagina,1493419,484049,458292,8,942349,0,276,942625,63.1185889559461,60.8826844030328,65.698541217487,8.69565217391304
Uttar Pradesh,6,Moradabad,1771985,626722,499370,0,1126092,0,1984,1128076,63.6617127120151,65.1798649439901,61.6599043312697,0
Uttar Pradesh,7,Rampur,1616972,528149,430146,8,958303,0,33,958336,59.2673218831248,60.6078584379518,57.7977657324522,2.20385674931129
Uttar Pradesh,8,Sambhal,1693229,599491,456319,7,1055817,0,1287,1057104,62.4312482245461,64.3645741513573,59.9314947051554,6.36363636363636
Uttar Pradesh,9,Amroha,1544245,589753,505978,0,1095731,0,164,1095895,70.9663945811707,71.2115010064347,70.8434375962589,0
Uttar Pradesh,10,Meerut,1764387,631761,479781,0,1111542,0,2129,1113671,63.1194290141562,65.1244274974409,60.6227279791666,0
Uttar Pradesh,11,Baghpat,1505175,582431,421180,0,1003611,0,1155,1004766,66.7540983606557,68.8462484101429,64.5654806616283,0
Uttar Pradesh,12,Ghaziabad,2357553,781962,559856,0,1341818,0,653,1342471,56.9434069986974,58.7169644707557,54.6839577535913,0
Uttar Pradesh,13,Gautam Buddha Nagar,1986109,707052,491342,0,1198394,0,971,1199365,60.3876725799037,64.0541965549168,55.8776233399066,0
Uttar Pradesh,14,Bulandshahr,1736436,549613,459467,15,1009095,0,1103,1010198,58.1765178791502,59.2543997723029,57.1546745183798,13.6363636363636
Uttar Pradesh,15,Aligarh,1793126,596880,467715,2,1064597,0,100,1064697,59.376585917554,61.9327526186635,56.6276569469264,1.65289256198347
Uttar Pradesh,16,Hathras,1758927,596865,452373,2,1049240,0,49,1049289,59.6550624329492,61.7034627917363,57.4100724902534,2.12765957446809
Uttar Pradesh,17,Mathura,1682260,619776,457879,1,1077656,0,675,1078331,64.1001390985936,66.8567378732521,61.1754127425451,0.574712643678161
Uttar Pradesh,18,Agra,1814739,621497,448004,2,1069503,0,902,1070405,58.9839640851935,61.97740282016,55.2661510183438,3.03030303030303
Uttar Pradesh,19,Fatehpur Sikri,1580582,565514,401637,1,967152,0,1081,968233,61.2580049627289,64.5906788420794,57.171550094518,2.27272727272727
Uttar Pradesh,20,Firozabad,1636738,643026,461542,0,1104568,0,79,1104647,67.4907651682798,71.3957697218675,62.9509654558176,0
Uttar Pradesh,21,Mainpuri,1653058,579581,418952,5,998538,0,889,999427,60.4592821304516,64.619533890132,55.8428436994324,17.2413793103448
Uttar Pradesh,22,Etah,1577457,520186,405831,0,926017,0,266,926283,58.7200158229353,60.8275197560285,56.4048217018278,0
Uttar Pradesh,23,Badaun,1769145,595106,431771,7,1026884,0,785,1027669,58.0884551577174,60.9050204430435,54.6150129273488,11.4754098360656
Uttar Pradesh,24,Aonla,1653577,572213,422483,4,994700,0,1117,995817,60.2219914766594,62.4662813102119,57.4032834640641,10.8108108108108
Uttar Pradesh,25,Bareilly,1664081,574826,441899,3,1016728,0,1372,1018100,61.180916073196,63.136470975891,58.7330173607696,6.81818181818182
Uttar Pradesh,26,Pilibhit,1671154,586095,464229,18,1050342,0,226,1050568,62.8648227512246,64.9463835936124,60.4974503259908,33.9622641509434
Uttar Pradesh,27,Shahjahanpur,1979294,663380,464707,0,1128087,0,2482,1130569,57.1198114075019,60.349846801016,52.882129364104,0
Uttar Pradesh,28,Kheri,1679466,606219,471614,15,1077848,0,33,1077881,64.1799833994853,67.0298163869607,60.9020624214695,24.5901639344262
Uttar Pradesh,29,Dhaurahra,1558041,605084,454769,14,1059867,0,407,1060274,68.0517393316351,71.4815296105093,63.95855630579,15.2173913043478
Uttar Pradesh,30,Sitapur,1550263,581709,444625,0,1026334,0,653,1026987,66.2459853586134,69.4272844887261,62.4512785218167,0
Uttar Pradesh,31,Hardoi,1714388,565516,407349,0,972865,0,41,972906,56.7494639486511,60.2161116932015,52.6067085179555,0
Uttar Pradesh,32,Misrikh,1725589,574416,423674,0,998090,0,224,998314,57.8535213193872,60.6177903615755,54.5233897432598,0
